row_id,delay.guesses
1,0.05802645195680446
2,0.050564010306671237
3,0.03719417226218451
4,0.06936081474737503
5,0.10908425630747615
6,0.07273231922047953
7,0.053463505210107294
8,0.08580925198065022
9,0.08552947404698684
10,0.06978879983079958
11,0.0861731766706253
12,0.0773993882325001
13,0.06964627935963844
14,0.040756078379552585
15,0.06158413997765754
16,0.05918244421622959
17,0.0941250998461414
18,0.1252384242493404
19,0.156459099090214
20,0.18359315165399473
21,0.20611476705840379
22,0.13815738903188987
23,0.06017339381530831
24,0.19622703326651955
25,0.09539625444798783
26,0.11213573870427732
27,0.07277178995830835
28,0.07728755626855581
29,0.18405499809152337
30,0.21157928966130407
31,0.15118376231727992
32,0.15731721904797025
33,0.24898318683453796
34,0.05720938587370925
35,0.06990695841759442
36,0.18550011172555883
37,0.18967704688446452
38,0.09894870784153299
39,0.1362348137549198
40,0.1999184165295993
41,0.2017077197686398
42,0.5053320374743229
43,0.2818258158636454
44,0.1821618855438301
45,0.04189019430668116
46,0.061944585742766456
47,0.15844389037879045
48,0.024026230753274664
49,0.05264390451933499
50,0.06329800121050469
51,0.08506873889871673
52,0.04882558329626634
53,0.06317969832196751
54,0.07552494860240352
55,0.09364551560689628
56,0.05598556660376837
57,0.06901066524938082
58,0.07491382399439786
59,0.062266039102989376
60,0.050375060512138636
61,0.08804454458715465
62,0.05322344838780172
63,0.053546104218218184
64,0.06668596106783137
65,0.07990050214033759
66,0.05844894342959724
67,0.08025199544853608
68,0.08883439520246461
69,0.07825300238658728
70,0.10545948256067636
71,0.17318550402525745
72,0.08629714168214722
73,0.14298642771479597
74,0.0893020239710966
75,0.2147566639098969
76,0.13816140871201169
77,0.07540788272151701
78,0.11151240017967065
79,0.07648780225578529
80,0.1413205912493862
81,0.2075815701649611
82,0.1477997214289432
83,0.11747167808790286
84,0.08517064489579398
85,0.1642679173374841
86,0.183128053530798
87,0.2137387308807247
88,0.14354633020290425
89,0.11997733403323387
90,0.08070697787205029
91,0.11616451868765781
92,0.10140001547604345
93,0.29504261086661837
94,0.15851922307185623
95,0.1460023301831347
96,0.06561310201852621
97,0.08993630990452475
98,0.10415999115554524
99,0.12334070586415803
100,0.07266682306115323
101,0.23290368943403303
102,0.1672599540620973
103,0.07277739662144046
104,0.0810960406764483
105,0.06710881226027174
106,0.09889779797478698
107,0.1043406124011641
108,0.06537526869106028
109,0.06881153590639472
110,0.15373390482977012
111,0.07416661450995886
112,0.2484193086096506
113,0.17962474151142072
114,0.2445091652837572
115,0.24804335302018238
116,0.09318369082107131
117,0.21319931270030415
118,0.09758970602930522
119,0.08223567731317444
120,0.20820935886869768
121,0.2257560417008376
122,0.2040702766859562
123,0.21186261410232557
124,0.08506796560085461
125,0.1251465059027077
126,0.17121543977836018
127,0.13407828075742045
128,0.19354302825284891
129,0.22891112204907355
130,0.2746511599849888
131,0.16416661711451702
132,0.1573493788115109
133,0.09173518170829136
134,0.06719624319592664
135,0.040779593030935014
136,0.07372464561845271
137,0.05173839527933059
138,0.09403146647338985
139,0.07462400052900355
140,0.09735732150229763
141,0.08081137029880628
142,0.06191580876827733
143,0.12431792948474708
144,0.14995434203871497
145,0.06892360826884147
146,0.08540535165619333
147,0.11842445277556077
148,0.0830326337048415
149,0.26701648389290766
150,0.2213488846773972
151,0.09716274599817262
152,0.11186901375056243
153,0.18308101657728226
154,0.07213748370646134
155,0.22799334609711483
156,0.20366904732625368
157,0.0990616554288621
158,0.22861223377366346
159,0.17255435462671248
160,0.18287360346584924
161,0.24460563143060093
162,0.05319879459557436
163,0.08200720100795615
164,0.06399477239722962
165,0.0883307077498398
166,0.06665958584730484
167,0.09756092315964002
168,0.04685200657832841
169,0.12710331550397105
